电影,#genre#
吃米滴虫,http://epg.112114.xyz/douyu/315457
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
刘德华电影1,http://epg.112114.xyz/douyu/2516864
刘德华电影2,http://epg.112114.xyz/douyu/8985415
喜剧经典,http://epg.112114.xyz/douyu/965088
豆瓣高分,http://epg.112114.xyz/douyu/8770422
贝爷影厅2,http://epg.112114.xyz/douyu/36337
可乐电影,http://epg.112114.xyz/douyu/20415
冰冰经典电影,http://epg.112114.xyz/douyu/74374
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
避风港影院,http://epg.112114.xyz/douyu/9826611
林林影院,http://epg.112114.xyz/douyu/9652323
漫威电影,http://epg.112114.xyz/douyu/4282654
恐怖经典,http://epg.112114.xyz/douyu/1165374
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
麓山迷踪,http://epg.112114.xyz/douyu/4505431
周星驰,http://epg.112114.xyz/douyu/122402
刘德华,http://epg.112114.xyz/douyu/2516864
好先生,http://epg.112114.xyz/douyu/9650792
庆余年,http://epg.112114.xyz/douyu/5908256
欢乐综艺,http://epg.112114.xyz/douyu/131977
万合出品,http://epg.112114.xyz/douyu/9220456
邵氏影院,http://epg.112114.xyz/douyu/4246519
吃米滴虫,http://epg.112114.xyz/douyu/315457
高分电影,http://epg.112114.xyz/douyu/7254536
豆瓣高分,http://epg.112114.xyz/douyu/8770422
漫威影院,http://epg.112114.xyz/douyu/6140589
特辑电影,http://epg.112114.xyz/douyu/3637778
粤语电影,http://epg.112114.xyz/douyu/1226741
国产电影,http://epg.112114.xyz/douyu/5423
精彩电影,http://epg.112114.xyz/douyu/9650887
喜剧电影,http://epg.112114.xyz/douyu/323876
动作电影,http://epg.112114.xyz/douyu/6763930
恐怖电影,http://epg.112114.xyz/douyu/218859
恐怖鬼怪,http://epg.112114.xyz/douyu/1165374
童年阴影,http://epg.112114.xyz/douyu/2935323
惊悚电影,http://epg.112114.xyz/douyu/96577
粤语电影,http://epg.112114.xyz/douyu/6566671
华语影视,http://epg.112114.xyz/douyu/3928
神乐影视,http://epg.112114.xyz/douyu/85894
周末影院,http://epg.112114.xyz/douyu/3637765
周末电影,http://epg.112114.xyz/douyu/3637726
兔子影厅,http://epg.112114.xyz/douyu/8985415
冰冰影厅,http://epg.112114.xyz/douyu/74374
刀刀影院,http://epg.112114.xyz/douyu/747764
奶虫影院,http://epg.112114.xyz/douyu/263824
贝爷壹厅,http://epg.112114.xyz/douyu/252802
贝爷贰厅,http://epg.112114.xyz/douyu/4332
贝爷叁厅,http://epg.112114.xyz/douyu/36337
凌儿影院,http://epg.112114.xyz/douyu/1377142
云宝影院,http://epg.112114.xyz/douyu/7305938
花卷影院,http://epg.112114.xyz/douyu/52787
菜园小饼,http://epg.112114.xyz/douyu/1735337
米娅影院,http://epg.112114.xyz/douyu/6537888
橙記港剧,http://epg.112114.xyz/douyu/4549169
大宝影视,http://epg.112114.xyz/douyu/805235
蚂蚱影视,http://epg.112114.xyz/douyu/6079455
怡寶影视,http://epg.112114.xyz/douyu/434971
圆子影视,http://epg.112114.xyz/douyu/6566658
贝贝影视,http://epg.112114.xyz/douyu/431460
可乐影视,http://epg.112114.xyz/douyu/20415
萌牛影视,http://epg.112114.xyz/douyu/7494871
兔兔影视,http://epg.112114.xyz/douyu/1504768
无双影视,http://epg.112114.xyz/douyu/4870914
下饭神剧,http://epg.112114.xyz/douyu/276200
古装神剧,http://epg.112114.xyz/douyu/338759
晚湾影视,http://epg.112114.xyz/douyu/9461178
酒染影视,http://epg.112114.xyz/douyu/7550220
芊珏影视,http://epg.112114.xyz/douyu/8814650
热门港剧,http://epg.112114.xyz/douyu/5522351
盗墓剧集,http://epg.112114.xyz/douyu/9292503
金庸武侠,http://epg.112114.xyz/douyu/7644931
国产剧集,http://epg.112114.xyz/douyu/8157860
国产剧场,http://epg.112114.xyz/douyu/308752
爱情公寓,http://epg.112114.xyz/douyu/2838296
经典剧集,http://epg.112114.xyz/douyu/6863367
李卫当官,http://epg.112114.xyz/douyu/7473576
龙门镖局,http://epg.112114.xyz/douyu/9650860
雍正王朝,http://epg.112114.xyz/douyu/4944033
雍正帝王,http://epg.112114.xyz/douyu/9650836
隋唐演义,http://epg.112114.xyz/douyu/7552568
大宋神探,http://epg.112114.xyz/douyu/7784862
音乐欣赏,http://epg.112114.xyz/douyu/3186217
舌尖美食,http://epg.112114.xyz/douyu/9650849
篮球人物,http://epg.112114.xyz/douyu/8434598
史君说剧,http://epg.112114.xyz/douyu/9419771
史剧解说,http://epg.112114.xyz/douyu/297689
老秦说剧,http://epg.112114.xyz/douyu/9650131
老蔡解说,http://epg.112114.xyz/douyu/8869614
长片短解,http://epg.112114.xyz/douyu/9410946
宇哥解说,http://epg.112114.xyz/douyu/8651489
夜魔人老王,http://epg.112114.xyz/douyu/610972
皮皮看动漫,http://epg.112114.xyz/douyu/9837291
开心锤动漫,http://epg.112114.xyz/douyu/9018297
拳叔二次元,http://epg.112114.xyz/douyu/9484105
老邪说电影,http://epg.112114.xyz/douyu/9222870
洗碗君解说,http://epg.112114.xyz/douyu/9446706
百晓生说剧,http://epg.112114.xyz/douyu/9649681
百晓生解说,http://epg.112114.xyz/douyu/9653063
小司马说剧,http://epg.112114.xyz/douyu/4808115
小司马解说,http://epg.112114.xyz/douyu/9660127
星君说电影,http://epg.112114.xyz/douyu/8014467
刘哔讲电影,http://epg.112114.xyz/douyu/2632223
老王说电影,http://epg.112114.xyz/douyu/9687733
贤于说电影,http://epg.112114.xyz/douyu/9461990
牛叔说电影,http://epg.112114.xyz/douyu/2758565
侃片大师兄,http://epg.112114.xyz/douyu/9338839
虫哥说电影,http://epg.112114.xyz/douyu/8915074
电影迷小雅,http://epg.112114.xyz/douyu/9639225
1900影剧室,http://epg.112114.xyz/douyu/7796193
刘老师说电影,http://epg.112114.xyz/douyu/8317926
来呀官人解说,http://epg.112114.xyz/douyu/9986305
科幻Fans布玛,http://epg.112114.xyz/douyu/3508304
小片片说大片,http://epg.112114.xyz/douyu/4258555
大片片说小片,http://epg.112114.xyz/douyu/7489563
火龙果说电影,http://epg.112114.xyz/douyu/9559158
倩女幽魂,https://kezhengwei.gzc.svp.tencent-cloud.com/0bc3iaabqaaabeadnz244frfaqgddbaaagaa.f10002.mp4
永生战士,https://sf9-dycdn-tos.pstatp.com/obj/tos-cn-i-8gu37r9deh/e53471e66f3b4169bd633ca630526ba8?filename=1.mp4
飞龙再生,https://hxf115.gzc.svp.tencent-cloud.com/0bf2syabeaaarqaioffmhfqfbfwdcklaaeqa.f10002.mp4
复仇者联盟4终局之战,https://50069.njc.svp.tencent-cloud.com//0b78eaaamaaasyabgn3m7jqfaigdayqaabqa.f10002.mp4
长空之王,https://txmov2.a.kwimgs.com/bs3/video-hls/5203346526596013345_hlsb.m3u8
黑梅电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
好莱坞电影,https://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
爱经典,https://epg.pw/stream/e47f56c845e5731b8c804f71c7009a51efd50e891ce7c1dd5972f02aba081a2c.m3u8
喋血战士,https://jx1.xn--ehqyc479ka.cn/player/Cache/liangzi/b7a94d75e6b39633c1498efd185079de.m3u8
电影轮播,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
🎸音乐,#genre#
你潇洒我漂亮,https://vd4.bdstatic.com/mda-ph685y72gk2wmvmr/1080p/cae_h264/1691540339456165888/mda-ph685y72gk2wmvmr.mp4
一曲红尘,https://vd3.bdstatic.com/mda-pg93383eb6xn9e54/sc/cae_h264/1688956431409960692/mda-pg93383eb6xn9e54.mp4
你牛什么牛,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3drE4gUo05Sr5AI.mp4
十八姑娘一朵花,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzL_v5wUowL3FvAM.mp4
柔柔的眼波柔柔的你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9dvx9wUowK2B3AY.mp4
手心里的温柔,https://vd4.bdstatic.com/mda-kj18fhzhecfm9trb/hd/mda-kj18fhzhecfm9trb.mp4
如果云知道,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAggpvX4gUo7e7N8QI.mp4
老婆最大,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg29is4gUopvmF8wI.mp4
许冠杰  沧海一声笑,http://vd3.bdstatic.com/mda-nkh2r835qdt8h293/hd/bd265_cae_visr_v5/1691694135646849475/mda-nkh2r835qdt8h293.mp4
歌甜舞美情-想你的时侯只能问月亮,https://vd2.bdstatic.com/mda-pg2q35zgwgydk9q6/1080p/cae_h264/1688444592544361189/mda-pg2q35zgwgydk9q6.mp4
车载dj串烧劲爆-大波娜,https://vd2.bdstatic.com/mda-phfyp4a97gcyj1xp/sc/cae_h264/1692306835456083629/mda-phfyp4a97gcyj1xp.mp4
